canonical_source_id,source_type,volume_count,occurrences,administrations,item_kinds,path_text,volumes
ronald-reagan-presidential-library-simi-valley-california-ex-9bf8114e,unpublished,3,3,reagan,container,"Ronald Reagan Presidential Library, Simi Valley, California > Executive Secretariat, National Security Council",frus1981-88v06; frus1981-88v11; frus1981-88v24
ronald-reagan-presidential-library-simi-valley-california-ex-8ded09b4,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > Executive Secretariat, National Security Council > Agency File",frus1981-88v06; frus1981-88v11; frus1981-88v24
ronald-reagan-presidential-library-simi-valley-california-ex-fc84b04d,unpublished,3,3,reagan,container; source,"Ronald Reagan Presidential Library, Simi Valley, California > Executive Secretariat, National Security Council > Subject File",frus1981-88v06; frus1981-88v11; frus1981-88v24
ronald-reagan-presidential-library-simi-valley-california-na-5aaeac20,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > National Security Council Intelligence Files",frus1981-88v03; frus1981-88v06; frus1981-88v11
ronald-reagan-presidential-library-simi-valley-california-pr-8eb3c0fc,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > President’s Daily Diary",frus1981-88v01; frus1981-88v24; frus1981-88v44p1
ronald-reagan-presidential-library-simi-valley-california-wh-4c6f7143,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Agency File",frus1981-88v04; frus1981-88v05; frus1981-88v38
ronald-reagan-presidential-library-simi-valley-california-wh-28d1990d,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Head of State File",frus1981-88v04; frus1981-88v05; frus1981-88v44p1
ronald-reagan-presidential-library-simi-valley-california-wh-c1937c4d,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Meeting File",frus1981-88v04; frus1981-88v05; frus1981-88v38
ronald-reagan-presidential-library-simi-valley-california-wh-48049b97,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > National Security Decision Directives (NSDD) File",frus1981-88v04; frus1981-88v05; frus1981-88v44p1
ronald-reagan-presidential-library-simi-valley-california-wh-20cf11bb,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > National Security Planning Group (NSPG) File",frus1981-88v04; frus1981-88v05; frus1981-88v44p1
ronald-reagan-presidential-library-simi-valley-california-wh-f1ef81d8,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Subject File",frus1981-88v04; frus1981-88v05; frus1981-88v38
ronald-reagan-presidential-library-simi-valley-california-wh-3ee5dbe7,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Frank Carlucci Files",frus1981-88v04; frus1981-88v05; frus1981-88v44p1
ronald-reagan-presidential-library-simi-valley-california-wh-29c2639f,unpublished,3,3,reagan,source,"Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Kenneth deGraffenreid Files",frus1981-88v04; frus1981-88v05; frus1981-88v44p1
shultz-george-turmoil-and-triumph-my-years-as-secretary-of-s-ea7d0c7d,published,3,3,reagan,source,"Shultz, George. Turmoil and Triumph: My Years as Secretary of State. New York: Scribner’s, 1993.",frus1981-88v03; frus1981-88v06; frus1981-88v11
the-christian-science-monitor-b2420a6e,published,3,3,carter; reagan,source,The Christian Science Monitor.,frus1977-80v01; frus1977-80v21; frus1981-88v01
time-magazine-f9450273,published,3,3,carter,source,Time Magazine.,frus1977-80v11p1; frus1977-80v12; frus1977-80v21
vance-cyrus-r-hard-choices-critical-years-in-america-s-forei-36d9238a,published,3,3,carter,source,"Vance, Cyrus R. Hard Choices: Critical Years in America’s Foreign Policy. New York: Simon and Schuster, 1983.",frus1977-80v01; frus1977-80v02; frus1977-80v30
wall-street-journal-8fec65bb,published,3,3,carter; reagan,source,Wall Street Journal.,frus1977-80v12; frus1977-80v27; frus1981-88v01
washington-national-records-center-suitland-maryland-rg-330-5c80225e,unpublished,3,3,carter; reagan,container; source,"Washington National Records Center, Suitland Maryland > RG 330, Records of the Office of the Secretary of Defense",frus1977-80v15; frus1977-80v24; frus1981-88v24
washington-national-records-center-suitland-maryland-record-e95f4bf9,unpublished,3,3,carter,container,"Washington National Records Center, Suitland, Maryland > Record Group 330, Records of the Office of the Secretary of Defense",frus1977-80v09; frus1977-80v09Ed2; frus1977-80v29
washington-post-d4886992,published,3,3,carter; reagan,source,Washington Post,frus1977-80v24; frus1981-88v13; frus1981-88v41
weinberger-caspar-fighting-for-peace-seven-critical-years-at-927420b5,published,3,3,reagan,source,"Weinberger, Caspar. Fighting for Peace: Seven Critical Years at the Pentagon. New York: Warner Books, 1990.",frus1981-88v04; frus1981-88v05; frus1981-88v13
the-camp-david-summit-september-1978-washington-u-s-governme-ca93de32,published,2,2,carter,source,"_____. The Camp David Summit, September 1978. Washington: U.S. Government Printing Office, 1978.",frus1977-80v09; frus1977-80v09Ed2
the-quest-for-peace-principal-united-states-public-statement-2460ed5e,published,2,2,carter,source,"_____. The Quest for Peace: Principal United States Public Statements and Documents Relating to the Arab-Israeli Peace Process, 1967-1983. Washington: U.S. Government Printing Office, 1983.",frus1977-80v09; frus1977-80v09Ed2
white-house-diary-new-york-farrar-straus-and-giroux-2010-cebe5202,published,2,2,carter,source,"_____. White House Diary. New York: Farrar, Straus and Giroux, 2010.",frus1977-80v09; frus1977-80v09Ed2
boutros-ghali-boutros-egypt-s-road-to-jerusalem-a-diplomat-s-566c8715,published,2,2,carter,source,"Boutros-Ghali, Boutros. Egypt’s Road to Jerusalem: A Diplomat’s Story of the Struggle for Peace in the Middle East. New York: Random House, 1997.",frus1977-80v09; frus1977-80v09Ed2
brinkley-douglas-ed-the-reagan-diaries-unabridged-new-york-h-ec970b15,published,2,2,reagan,source,"Brinkley, Douglas, ed. The Reagan Diaries Unabridged. New York: Harper Collins, 2009.",frus1981-88v01; frus1981-88v03
brinkley-douglas-ed-the-reagan-diaries-unabridged-volume-i-j-48aad9d5,published,2,2,reagan,source,"Brinkley, Douglas, ed. The Reagan Diaries, Unabridged, Volume I: January 1981-October 1985. New York: Harper Collins, 2009.",frus1981-88v04; frus1981-88v05
brinkley-douglas-ed-the-reagan-diaries-unabridged-new-york-h-542043e4,published,2,2,reagan,source,"Brinkley, Douglas, ed., The Reagan Diaries Unabridged. New York: Harper Collins, 2009.",frus1981-88v06; frus1981-88v11
brzezinski-zbigniew-power-and-principle-memoirs-of-the-natio-b60cf429,published,2,2,carter,source,"Brzezinski, Zbigniew. Power and Principle: Memoirs of the National Security Adviser, 1977-1981. New York: Farrar, Straus and Giroux, 1982.",frus1977-80v09; frus1977-80v09Ed2
carter-jimmy-keeping-faith-memoirs-of-a-president-new-york-b-854445c1,published,2,2,carter,source,"Carter, Jimmy. Keeping Faith: Memoirs of a President. New York: Bantam, 1982.",frus1977-80v09; frus1977-80v09Ed2
central-intelligence-agency-office-of-congressional-affairs-2ef6dfe2,unpublished,2,2,carter,source,Central Intelligence Agency > Office of Congressional Affairs > Job 81M00980R,frus1977-80v02; frus1977-80v24
central-intelligence-agency-office-of-russian-and-european-a-750bb688,unpublished,2,2,reagan,container,Central Intelligence Agency > Office of Russian and European Analysis,frus1981-88v04; frus1981-88v05
central-intelligence-agency-office-of-russian-and-european-a-e5deccad,unpublished,2,2,reagan,source,Central Intelligence Agency > Office of Russian and European Analysis > Job 87T01145R: Policy & Substantive Files,frus1981-88v04; frus1981-88v05
central-intelligence-agency-office-of-support-services-di-3c52692a,unpublished,2,2,carter,container,Central Intelligence Agency > Office of Support Services (DI),frus1977-80v02; frus1977-80v23
central-intelligence-agency-office-of-the-director-of-centra-c61e9719,unpublished,2,2,carter,source,Central Intelligence Agency > Office of the Director of Central Intelligence > Job 81B00401R: Subject Files of the Presidential Briefing Coordinator for DCI (1977-1981),frus1977-80v19; frus1977-80v23
central-intelligence-agency-langley-virginia-directorate-of-901b9d90,unpublished,2,2,carter,container,"Central Intelligence Agency, Langley, Virginia > Directorate of Intelligence",frus1977-80v11p1; frus1977-80v21
central-intelligence-agency-langley-virginia-history-staff-f-b5a6a013,unpublished,2,2,carter,source,"Central Intelligence Agency, Langley, Virginia > History Staff Files",frus1977-80v09; frus1977-80v09Ed2
central-intelligence-agency-langley-virginia-office-of-near-94361207,unpublished,2,2,carter,source,"Central Intelligence Agency, Langley, Virginia > Office of Near East and South Asia Analysis, Directorate of Intelligence > Job 06T00412R: Intelligence Publication Files",frus1977-80v09; frus1977-80v09Ed2
central-intelligence-agency-langley-virginia-office-of-suppo-fffe684e,unpublished,2,2,carter,source,"Central Intelligence Agency, Langley, Virginia > Office of Support Services, Directorate of Intelligence > Job 81T00031R: Production Case Files",frus1977-80v09; frus1977-80v09Ed2
central-intelligence-agency-langley-virginia-office-of-suppo-0a40d39d,unpublished,2,2,carter,source,"Central Intelligence Agency, Langley, Virginia > Office of Support Services, Directorate of Intelligence > Job 82T00150R: Production Case Files",frus1977-80v09; frus1977-80v09Ed2
central-intelligence-agency-langley-virginia-office-of-suppo-3c635c6a,unpublished,2,2,carter,source,"Central Intelligence Agency, Langley, Virginia > Office of Support Services, Directorate of Intelligence > Job 82T00466R: Intelligence Publication Files (’80)",frus1977-80v09; frus1977-80v09Ed2
central-intelligence-agency-langley-virginia-office-of-the-d-6aeab6bc,unpublished,2,2,carter,container,"Central Intelligence Agency, Langley, Virginia > Office of the Deputy Director for Intelligence",frus1977-80v16; frus1977-80v28
central-intelligence-agency-langley-virginia-office-of-the-d-392aa0ab,unpublished,2,2,carter,source,"Central Intelligence Agency, Langley, Virginia > Office of the Director of Central Intelligence > Job 80M01542R: Executive Registry Subject Files (1978)",frus1977-80v09; frus1977-80v09Ed2
central-intelligence-agency-langley-virginia-office-of-the-d-e16f6803,unpublished,2,2,carter,source,"Central Intelligence Agency, Langley, Virginia > Office of the Director of Central Intelligence > Job 81B00112R",frus1977-80v18; frus1977-80v26
charney-leon-special-counsel-new-york-philosophical-library-1c903fe2,published,2,2,carter,source,"Charney, Leon. Special Counsel. New York: Philosophical Library, 1984.",frus1977-80v09; frus1977-80v09Ed2
christian-science-monitor-55c3432a,published,2,2,carter; reagan,source,Christian Science Monitor,frus1977-80v24; frus1981-88v41
christian-science-monitor-53c365a1,published,2,2,carter,source,Christian Science Monitor.,frus1977-80v12; frus1977-80v27
congressional-quarterly-congress-and-the-nation-1977-1980-vo-0137ff2d,published,2,2,carter,source,"Congressional Quarterly. Congress and the Nation, 1977-1980, vol. V. Washington: Congressional Quarterly, 1981.",frus1977-80v09; frus1977-80v09Ed2
congressional-record-a33047a9,published,2,2,reagan,source,Congressional Record.,frus1981-88v01; frus1981-88v10
dayan-moshe-breakthrough-a-personal-account-of-the-egypt-isr-348cd386,published,2,2,carter,source,"Dayan, Moshe. Breakthrough: A Personal Account of the Egypt-Israel Peace Negotiations. New York: Knopf, 1981.",frus1977-80v09; frus1977-80v09Ed2
defense-intelligence-agency-67d7ca6a,unpublished,2,2,carter,container,Defense Intelligence Agency,frus1977-80v09; frus1977-80v09Ed2
defense-intelligence-agency-historical-collection-26fb0aa8,unpublished,2,2,carter,source,Defense Intelligence Agency > Historical Collection,frus1977-80v09; frus1977-80v09Ed2
department-of-defense-c0d1b7ee,unpublished,2,2,carter,container,Department of Defense,frus1977-80v11p1; frus1977-80v12
department-of-state-central-foreign-policy-file-lot-files-bdcb2348,unpublished,2,2,reagan,container; source,Department of State > Central Foreign Policy File > Lot Files,frus1981-88v13; frus1981-88v41
department-of-state-central-foreign-policy-file-these-files-bb3c3e22,unpublished,2,2,carter,container; source,"Department of State > Central Foreign Policy File. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland.",frus1977-80v23; frus1977-80v27
department-of-state-lot-files-e2a963f7,unpublished,2,2,reagan,container,Department of State > Lot Files,frus1981-88v03; frus1981-88v06
department-of-state-lot-files-these-files-have-been-transfer-d4337f98,unpublished,2,2,reagan,container,"Department of State > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland",frus1981-88v04; frus1981-88v05
department-of-state-lot-files-these-files-have-been-transfer-3025d0f0,unpublished,2,2,reagan,source,"Department of State > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > Lot 85D308: Executive Secretariat, S/S-I Records, Deputy Secretary Dam’s Official Files",frus1981-88v04; frus1981-88v05
department-of-state-lot-files-these-files-have-been-transfer-7b531a77,unpublished,2,2,reagan,source,"Department of State > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > Lot 89D149: S/P, Memoranda/Correspondence from the Director of the Policy Planning Staff",frus1981-88v04; frus1981-88v05
department-of-state-lot-files-these-files-have-been-transfer-1fafef27,unpublished,2,2,reagan,source,"Department of State > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > Lot 91D231: Bureau of European and Canadian Affairs, Office of Soviet Affairs, 1978-1989",frus1981-88v04; frus1981-88v05
department-of-state-lot-files-these-files-have-been-transfer-0584f4bd,unpublished,2,2,reagan,source,"Department of State > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > Lot 91D257: Executive Secretariat, S/S, Top Secret/Secret Sensitive Memorandum",frus1981-88v04; frus1981-88v05
department-of-state-lot-files-these-files-have-been-transfer-276ef9ba,unpublished,2,2,reagan,source,"Department of State > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > Lot 92D52: Executive Secretariat, S/S, Executive Secretariat Sensitive and Super Sensitive Documents, 1984-1989",frus1981-88v04; frus1981-88v05
department-of-state-lot-files-these-files-have-been-transfer-35cddcb1,unpublished,2,2,reagan,source,"Department of State > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > Lot 92D630: Executive Secretariat, S/S, Executive Secretariat Special Caption Documents, 1979-1989",frus1981-88v04; frus1981-88v05
